group,task,factual_weight,language_weight,deductive_weight,inside_core_triangle
bbh,bbh_zeroshot_disambiguation_qa,0.17269213384962878,0.7481875612474297,0.07912030490294156,True
bbh,bbh_zeroshot_dyck_languages,0.06494968562696601,0.3595186392881254,0.5755316750849087,True
bbh,bbh_zeroshot_formal_fallacies,0.0034184045066825153,0.26602729680463816,0.7305542986886794,True
bbh,bbh_zeroshot_geometric_shapes,0.2272523433166398,0.4172800993385592,0.355467557344801,True
bbh,bbh_zeroshot_hyperbaton,0.5449999999999999,0.335,0.12000000000000005,True
bbh,bbh_zeroshot_logical_deduction_five_objects,0.007064702647143539,0.1201230800629191,0.8728122172899374,True
bbh,bbh_zeroshot_logical_deduction_seven_objects,0.009685479435600053,0.1454106742798082,0.8449038462845917,True
bbh,bbh_zeroshot_logical_deduction_three_objects,0.0005697340844470489,0.09767121613410637,0.9017590497814466,True
bbh,bbh_zeroshot_movie_recommendation,0.5745735243108976,0.3121082250212257,0.11331825066787676,True
bbh,bbh_zeroshot_multistep_arithmetic_two,0.07811935428133632,0.6556912125475429,0.2661894331711207,True
bbh,bbh_zeroshot_navigate,0.040312723582694776,0.33609877333244037,0.6235885030848648,True
bbh,bbh_zeroshot_object_counting,0.27882900453395276,0.6062173784791773,0.11495361698686994,True
bbh,bbh_zeroshot_penguins_in_a_table,0.05101247014472354,0.5272560176015457,0.42173151225373073,True
bbh,bbh_zeroshot_reasoning_about_colored_objects,0.05409528493360627,0.5330090706545806,0.4128956444118131,True
bbh,bbh_zeroshot_ruin_names,0.18244790830089597,0.7995630313293929,0.017989060369711155,True
bbh,bbh_zeroshot_salient_translation_error_detection,0.18643976659052353,0.5427000087047854,0.270860224704691,True
bbh,bbh_zeroshot_snarks,0.21943115992793416,0.7298038065495401,0.05076503352252575,True
bbh,bbh_zeroshot_sports_understanding,0.8755697340844469,0.08767121613410638,0.03675904978144665,True
bbh,bbh_zeroshot_temporal_sequences,0.02490129187567558,0.23332916731989725,0.7417695408044271,True
bbh,bbh_zeroshot_tracking_shuffled_objects_five_objects,0.021080161124541696,0.19383499696193532,0.785084841913523,True
bbh,bbh_zeroshot_tracking_shuffled_objects_seven_objects,0.009685479435600164,0.12041067427980812,0.8699038462845917,True
bbh,bbh_zeroshot_tracking_shuffled_objects_three_objects,0.00512760676002344,0.1040409452069576,0.890831448033019,True
bbh,bbh_zeroshot_web_of_lies,0.0017092022533411466,0.0730136484023191,0.9252771493443398,True
bbh,bbh_zeroshot_word_sorting,0.09867361802672958,0.1791091872185528,0.7222171947547176,True
mmlu_pro,mmlu_pro_biology,0.7261379877120895,0.15861648315029697,0.11524552913761353,True
mmlu_pro,mmlu_pro_business,0.35755177757708356,0.46514001238577884,0.17730821003713756,True
mmlu_pro,mmlu_pro_chemistry,0.375298584525919,0.34266432371266037,0.2820370917614206,True
mmlu_pro,mmlu_pro_computer_science,0.532707492364019,0.2360731452058024,0.2312193624301786,True
mmlu_pro,mmlu_pro_economics,0.5645374075464079,0.21814819160518495,0.21731440084840717,True
mmlu_pro,mmlu_pro_engineering,0.25384877687612617,0.3492299126998859,0.3969213104239879,True
mmlu_pro,mmlu_pro_health,0.7637314140971145,0.1448946168718519,0.09137396903103359,True
mmlu_pro,mmlu_pro_history,0.671881446135189,0.2621362835977636,0.06598227026704741,True
mmlu_pro,mmlu_pro_law,0.4000105872171651,0.25904879826982047,0.3409406145130145,True
mmlu_pro,mmlu_pro_math,0.28531707773942205,0.39013761427300403,0.32454530798757397,True
mmlu_pro,mmlu_pro_other,0.7205661110580093,0.19077024543890758,0.08866364350308308,True
mmlu_pro,mmlu_pro_philosophy,0.6723339828064179,0.1642930683742612,0.16337294881932088,True
mmlu_pro,mmlu_pro_physics,0.37034783480714395,0.33164273762154745,0.2980094275713086,True
mmlu_pro,mmlu_pro_psychology,0.7392846171975282,0.15354696034679896,0.10716842245567286,True
mmlu_redux,mmlu_redux_abstract_algebra_generative,0.40171235032895936,0.18174476558239436,0.4165428840886463,True
mmlu_redux,mmlu_redux_anatomy_generative,0.9259881385911294,0.051698512938744556,0.02231334847012604,True
mmlu_redux,mmlu_redux_astronomy_generative,0.8811039859685964,0.07068080844584924,0.04821520558555436,True
mmlu_redux,mmlu_redux_business_ethics_generative,0.8259832908769276,0.16270764162418447,0.011309067498887916,True
mmlu_redux,mmlu_redux_clinical_knowledge_generative,0.9108054524889034,0.06193374710664716,0.027260800404449385,True
mmlu_redux,mmlu_redux_college_biology_generative,0.8376305828519607,0.09047646064587539,0.07189295650216393,True
mmlu_redux,mmlu_redux_college_chemistry_generative,0.6921446092766763,0.142419136045529,0.1654362546777947,True
mmlu_redux,mmlu_redux_college_computer_science_generative,0.4777682447600363,0.2139895331401321,0.3082422220998316,True
mmlu_redux,mmlu_redux_college_mathematics_generative,0.21666922597663196,0.3324620414906316,0.45086873253273646,True
mmlu_redux,mmlu_redux_college_medicine_generative,0.833417605121666,0.07530096896144176,0.09128142591689227,True
mmlu_redux,mmlu_redux_college_physics_generative,0.43590103037286676,0.29064516451970185,0.27345380510743145,True
mmlu_redux,mmlu_redux_computer_security_generative,0.9254557872675576,0.045136972907285126,0.029407239825157257,True
mmlu_redux,mmlu_redux_conceptual_physics_generative,0.7730841116001088,0.09842543686373789,0.12849045153615332,True
mmlu_redux,mmlu_redux_econometrics_generative,0.6800705618288534,0.16111692176113016,0.15881251641001648,True
mmlu_redux,mmlu_redux_electrical_engineering_generative,0.8956381674223253,0.07853622974652959,0.02582560283114509,True
mmlu_redux,mmlu_redux_elementary_mathematics_generative,0.14953999230454074,0.5320585266762599,0.3184014810191994,True
mmlu_redux,mmlu_redux_formal_logic_generative,0.04870292751121941,0.36900397823648506,0.5822930942522956,True
mmlu_redux,mmlu_redux_global_facts_generative,0.9658054524889037,0.03193374710664705,0.0022608004044492964,True
mmlu_redux,mmlu_redux_high_school_biology_generative,0.788667917035405,0.11267590087181674,0.09865618209277825,True
mmlu_redux,mmlu_redux_high_school_chemistry_generative,0.5218635655821481,0.21424721546054795,0.263889218957304,True
mmlu_redux,mmlu_redux_high_school_computer_science_generative,0.5568125042663273,0.17672695913349562,0.26646053660017704,True
mmlu_redux,mmlu_redux_high_school_european_history_generative,0.5093397637828905,0.375225828776505,0.11543440744060456,True
mmlu_redux,mmlu_redux_high_school_geography_generative,0.935777994268806,0.058097689458087,0.006124316273106973,True
mmlu_redux,mmlu_redux_high_school_government_and_politics_generative,0.8574871965221472,0.1011113378604061,0.04140146561744665,True
mmlu_redux,mmlu_redux_high_school_macroeconomics_generative,0.5986852836600207,0.17124335216448353,0.2300713641754958,True
mmlu_redux,mmlu_redux_high_school_mathematics_generative,0.16967202653516156,0.35406247562201815,0.4762654978428203,True
mmlu_redux,mmlu_redux_high_school_microeconomics_generative,0.6791255597200522,0.1288148897222603,0.19205955055768756,True
mmlu_redux,mmlu_redux_high_school_physics_generative,0.3793506320758607,0.2344224647802385,0.38622690314390073,True
mmlu_redux,mmlu_redux_high_school_psychology_generative,0.86518445992848,0.10243516469785455,0.03238037537366544,True
mmlu_redux,mmlu_redux_high_school_statistics_generative,0.4085402175481794,0.2873563769077167,0.3041034055441039,True
mmlu_redux,mmlu_redux_high_school_us_history_generative,0.5457291406503306,0.3450219146372327,0.1092489447124367,True
mmlu_redux,mmlu_redux_high_school_world_history_generative,0.49768944055539743,0.40387393949148187,0.09843661995312067,True
mmlu_redux,mmlu_redux_human_aging_generative,0.9453111977075224,0.04623907578323478,0.008449726509242857,True
mmlu_redux,mmlu_redux_human_sexuality_generative,0.9007685073021623,0.05942670735659846,0.0398047853412392,True
mmlu_redux,mmlu_redux_international_law_generative,0.92,0.07999999999999996,4.271009601473071e-18,True
mmlu_redux,mmlu_redux_jurisprudence_generative,0.775569734084447,0.1776712161341064,0.04675904978144667,True
mmlu_redux,mmlu_redux_logical_fallacies_generative,0.7899999999999999,0.19999999999999998,0.010000000000000056,True
mmlu_redux,mmlu_redux_machine_learning_generative,0.6614729293957188,0.160364767871109,0.17816230273317224,True
mmlu_redux,mmlu_redux_management_generative,0.9049999999999999,0.09500000000000003,5.552312481914992e-17,True
mmlu_redux,mmlu_redux_marketing_generative,0.8999999999999999,0.09000000000000002,0.010000000000000064,True
mmlu_redux,mmlu_redux_medical_genetics_generative,0.9091942702845133,0.05387307811401828,0.036932651601468434,True
mmlu_redux,mmlu_redux_miscellaneous_generative,0.926555988537612,0.041195378916174114,0.03224863254621388,True
mmlu_redux,mmlu_redux_moral_disputes_generative,0.8559832908769277,0.13270764162418439,0.011309067498887881,True
mmlu_redux,mmlu_redux_moral_scenarios_generative,0.20457697749949277,0.5760539363646893,0.21936908613581793,True
mmlu_redux,mmlu_redux_nutrition_generative,0.9149999999999999,0.08,0.005000000000000048,True
mmlu_redux,mmlu_redux_philosophy_generative,0.835777994268806,0.14809768945808707,0.016124316273107026,True
mmlu_redux,mmlu_redux_prehistory_generative,0.9407779942688058,0.048097689458087144,0.011124316273107046,True
mmlu_redux,mmlu_redux_professional_accounting_generative,0.6370228470166506,0.21513421777247804,0.14784293521087136,True
mmlu_redux,mmlu_redux_professional_law_generative,0.4250583629519351,0.23812538995662363,0.3368162470914413,True
mmlu_redux,mmlu_redux_professional_medicine_generative,0.5509424272253898,0.19751410148686455,0.25154347128774573,True
mmlu_redux,mmlu_redux_professional_psychology_generative,0.8387169529608328,0.10893182121651278,0.052351225822654404,True
mmlu_redux,mmlu_redux_public_relations_generative,0.9289331635077108,0.060830566496737674,0.010236269995551496,True
mmlu_redux,mmlu_redux_security_studies_generative,0.7605991735973713,0.20350209569275432,0.03589873070987442,True
mmlu_redux,mmlu_redux_sociology_generative,0.9240058879025848,0.07016617591172962,0.0058279361856856,True
mmlu_redux,mmlu_redux_us_foreign_policy_generative,0.9121759988146249,0.07287226207717126,0.014951739108203887,True
mmlu_redux,mmlu_redux_virology_generative,0.9508601129120546,0.037941670324526014,0.011198216763419325,True
mmlu_redux,mmlu_redux_world_religions_generative,0.97,0.030000000000000023,2.5626057608838425e-17,True
